idx,section,scholar,title,found,best_url,all_pdf_urls,query_used
157,神學,潘霍華（Dietrich Bonhoeffer）,Discipleship,Y,https://www.calvin.edu/library/database/crcpi/fulltext/ctj/2009-442-333.pdf,https://www.calvin.edu/library/database/crcpi/fulltext/ctj/2009-442-333.pdf|https://mattdabbs.com/wp-content/uploads/sites/4/2013/09/costofdiscipleship-bonhoeffer-peterhorne.pdf|https://cdn.bookey.app/files/pdf/book/en/the-cost-of-discipleship.pdf|https://ms.augsburgfortress.org/downloads/9781506402703_Editor's%20Introduction%20to%20the%20Reader's%20Edition.pdf,"""Discipleship"" Dietrich Bonhoeffer filetype:pdf"
158,神學,尼布爾（Reinhold Niebuhr）,道德的人與不道德的社會,Y,"https://media.sabda.org/alkitab-2/Religion-Online.org%20Books/Niebuhr,%20Reinhold%20-%20Moral%20Man%20and%20Immoral%20Society%20-%20Study%20in.pdf","https://media.sabda.org/alkitab-2/Religion-Online.org%20Books/Niebuhr,%20Reinhold%20-%20Moral%20Man%20and%20Immoral%20Society%20-%20Study%20in.pdf","""道德的人與不道德的社會"" 尼布爾 pdf 下載"
159,神學,尼布爾（Reinhold Niebuhr）,人的本性與命運,Y,https://pmoser.sites.luc.edu/acgarnettarchive/Garnett%20Review%20of%20Niebuhr%20CC%201943.pdf,https://pmoser.sites.luc.edu/acgarnettarchive/Garnett%20Review%20of%20Niebuhr%20CC%201943.pdf|http://pmoser.sites.luc.edu/idolanon/NiebuhrDiscerning.pdf|https://cdn.bookey.app/files/pdf/book/en/the-nature-and-destiny-of-man--vol-1.pdf|https://theologicalstudies.net/wp-content/uploads/2022/08/5.1.4.pdf|https://www.acpssus.org/docs/acpss23proc/acpss23-07ren.pdf,"""人的本性與命運"" 尼布爾 pdf 下載"
160,神學,巴爾塔薩（Hans Urs von Balthasar）,神劇,Y,http://ndl.ethernet.edu.et/bitstream/123456789/73338/1/33.pdf.pdf,http://ndl.ethernet.edu.et/bitstream/123456789/73338/1/33.pdf.pdf|https://theologicalstudies.net/wp-content/uploads/2024/06/Is-There-an-End-to-the-Theatrical-Play_-Hans-Urs-von-Balthasars-Understanding-of-the-Beatific-Vision-in-Relation-to-the-Theo-Drama.pdf|https://theologicalstudies.net/wp-content/uploads/2022/08/60.1.3.pdf|https://isidore.co/misc/Res%20pro%20Deo/Journals/The%20Thomist%20(1941-2024)/2000_Volume64_Number4.pdf,"""神劇"" 巴爾塔薩 pdf 下載"
161,神學,巴爾塔薩（Hans Urs von Balthasar）,天主教真理,N,,,Catholicism von Balthasar filetype:pdf (retry-en)
162,神學,龐恩貝格（Wolfgang Pannenberg）,系統神學,Y,"https://www.anselm.edu/sites/default/files/Documents/Institute%20of%20SA%20Studies/AnselmPannenbergRev,%20pub.pdf","https://www.anselm.edu/sites/default/files/Documents/Institute%20of%20SA%20Studies/AnselmPannenbergRev,%20pub.pdf|https://digitalcommons.andrews.edu/cgi/viewcontent.cgi?article=2465&context=auss|https://www.andrews.edu/library/car/cardigital/Periodicals/AUSS/1994-1/1994-1-29.pdf|https://theologicalstudies.net/wp-content/uploads/2022/11/14-Whapham-Introduction-to-Wolfhart-Pannenberg_s.pdf|https://2024site.metachristianity.com/wp-content/uploads/2023/10/pannenberg-on-divine-personhood-by-theodore-james-whapham.pdf","""系統神學"" 龐恩貝格 pdf 下載"
163,神學,龐恩貝格（Wolfgang Pannenberg）,Systematic Theology,Y,https://digitalcommons.andrews.edu/cgi/viewcontent.cgi?article=2465&context=auss,https://digitalcommons.andrews.edu/cgi/viewcontent.cgi?article=2465&context=auss|https://www.andrews.edu/library/car/cardigital/Periodicals/AUSS/1994-1/1994-1-29.pdf|https://theologicalstudies.net/wp-content/uploads/2022/11/14-Whapham-Introduction-to-Wolfhart-Pannenberg_s.pdf,"""Systematic Theology"" Wolfgang Pannenberg filetype:pdf"
164,神學,郝爾沃斯（Stanley Hauerwas）,和平的國度,N,,,The Peaceable Kingdom Hauerwas filetype:pdf (retry-en)
165,神學,郝爾沃斯（Stanley Hauerwas）,品格的群體,Y,https://digitalcommons.liberty.edu/cgi/viewcontent.cgi?article=1352&context=eleu,https://digitalcommons.liberty.edu/cgi/viewcontent.cgi?article=1352&context=eleu|https://ms.augsburgfortress.org/downloads/9781451477917Chapter1.pdf|https://link.springer.com/content/pdf/10.1007/978-94-015-8654-2_4.pdf,"""品格的群體"" 郝爾沃斯 pdf 下載"
166,神學,葛倫斯（Gustaf Aulén）,勝利者基督,Y,https://journals.aiias.edu/jaas/article/download/610/556,https://journals.aiias.edu/jaas/article/download/610/556|https://ctsfw.net/media/pdfs/EvensonCritiqueAulensChristusVictor.pdf|https://cdn.bookey.app/files/pdf/book/en/christus-victor.pdf,"""勝利者基督"" 葛倫斯 pdf 下載"
167,神學,葛倫斯（Gustaf Aulén）,Christus Victor,Y,https://journals.aiias.edu/jaas/article/download/610/556,https://journals.aiias.edu/jaas/article/download/610/556|https://ctsfw.net/media/pdfs/EvensonCritiqueAulensChristusVictor.pdf|https://cdn.bookey.app/files/pdf/book/en/christus-victor.pdf,"""Christus Victor"" Gustaf Aulén filetype:pdf"
168,神學,齊克果（Søren Kierkegaard）,恐懼與顫慄,Y,https://cdn.bookey.app/files/pdf/book/en/fear-and-trembling.pdf,"https://cdn.bookey.app/files/pdf/book/en/fear-and-trembling.pdf|https://www.jrbooksonline.com/PDF_Books_added2009-2/FearAndTrembling.pdf|https://ia601306.us.archive.org/32/items/kierkegaards-fear-and-trembling-a-critical-guide/Kierkegaard's%20Fear%20and%20Trembling%20A%20Critical%20Guide.pdf|https://www.sorenkierkegaard.nl/artikelen/Engels/101.%20Fear%20and%20Trembling%20book%20Kierkegaard.pdf|https://media.sabda.org/alkitab-2/Religion-Online.org%20Books/Kierkegaard,%20Soren%20-%20Fear%20and%20Trembling.pdf","""恐懼與顫慄"" 齊克果 pdf 下載"
169,神學,齊克果（Søren Kierkegaard）,致死的疾病,Y,https://wedgeblade.net/files/archives_assets/2845.pdf,https://wedgeblade.net/files/archives_assets/2845.pdf|https://cdn.bookey.app/files/pdf/book/en/sickness-unto-death.pdf|https://www.lancasterlawoffice.com/wp-content/uploads/Kierkegaard-Sickness-Unto-Death5.pdf|https://erikreads.files.wordpress.com/2014/02/sickness-unto-death.pdf|https://ia601400.us.archive.org/32/items/in.ernet.dli.2015.189042/2015.189042.The-Sickness-Unto-Death_text.pdf,"""致死的疾病"" 齊克果 pdf 下載"
